,test_id,sequence,cluster_sequences_parent_service,app_error,assesrtion_error,final_status,Content,number_error_msgs,round
323.0,323.0,[5],['5glance'],"[ openstack server create , openstack server create ]","[NO_FAILURE, NO_FAILURE]","[FAILURE, FAILURE]","""""""POST  v2 images HTTP 1.1"""" 201 867 0.463750"" """"""PUT  v2 images 40fe2bc7-55b5-4448-a60b-99f7ea79afdd file HTTP 1.1"""" 204 213 0.457843""",0,1
324.0,324.0,[19],['19foreground'],"[not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530343345... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530343345 openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530343345 tempest-cirros-0.4.0-x86_64-1530343345 image is not in ACTIVE state (status 1)!...retry (#0) wait: 0 sec tempest-cirros-0.4.0-x86_64-1530343345 image is ACTIVE...great! Create keypair tempest-keypair-1530343345... openstack keypair create --public-key  tmp tempest-keypair-1530343345.key.pub tempest-keypair-1530343345 openstack keypair create --public-key  tmp tempest-keypair-1530343345.key.pub tempest-keypair-1530343345 tempest-keypair-1530343345 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-keypair-1530343345 key-pair was created successfully...great! Create security group with SSH enabled openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530343345 openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530343345 tempest-keypair-1530343345 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-SECURITY_GROUP_SAMPLE-1530343345 security group was created successfully...great! openstack network set --external public openstack network set --external public tempest-private-1530343345 private network is not in ACTIVE state (status unknown)!...retry (#0) wait: 0 sec,0,1
325.0,325.0,[11],['11foreground'],"[ openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create ]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]","[FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530330518... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530330518 openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530330518 tempest-cirros-0.4.0-x86_64-1530330518 image is not in ACTIVE state (status 1)!...retry (#0) wait: 0 sec tempest-cirros-0.4.0-x86_64-1530330518 image is ACTIVE...great! Create keypair tempest-keypair-1530330518... openstack keypair create --public-key  tmp tempest-keypair-1530330518.key.pub tempest-keypair-1530330518 openstack keypair create --public-key  tmp tempest-keypair-1530330518.key.pub tempest-keypair-1530330518 tempest-keypair-1530330518 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec,0,1
326.0,326.0,[18],['18foreground'],"[ openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create ]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]","[FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530332445... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530332445 openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530332445 tempest-cirros-0.4.0-x86_64-1530332445 image is not in ACTIVE state (status 1)!...retry (#0) wait: 0 sec tempest-cirros-0.4.0-x86_64-1530332445 image is ACTIVE...great! Create keypair tempest-keypair-1530332445... openstack keypair create --public-key  tmp tempest-keypair-1530332445.key.pub tempest-keypair-1530332445 openstack keypair create --public-key  tmp tempest-keypair-1530332445.key.pub tempest-keypair-1530332445 tempest-keypair-1530332445 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-keypair-1530332445 key-pair was created successfully...great! Create security group with SSH enabled openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530332445 openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530332445 tempest-keypair-1530332445 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-SECURITY_GROUP_SAMPLE-1530332445 security group was created successfully...great! openstack network set --external public openstack network set --external public tempest-private-1530332445 private network is not in ACTIVE state (status unknown)!...retry (#0) wait: 0 sec tempest-private-1530332445 network is ACTIVE...great! Create subnet 'tempest-private-subnet-1530332445' on network 'tempest-private-1530332445' with range '11.159.1.0 24'... openstack subnet create --subnet-range 11.159.1.0 24 --network tempest-private-1530332445 --dns-nameserver 8.8.4.4 tempest-private-subnet-1530332445 openstack subnet create --subnet-range 11.159.1.0 24 --network tempest-private-1530332445 --dns-nameserver 8.8.4.4 tempest-private-subnet-1530332445 tempest-private-subnet-1530332445 private subnet is still not created (status 1)!...retry (#0) wait: 0 sec tempest-private-subnet-1530332445 private subnet is created...great! Create router tempest-router-1530332445 for instance tempest-INSTANCE_SAMPLE-1530332445... tempest-router-1530332445 router is not in ACTIVE state (status unknown)!...retry (#0) wait: 0 sec tempest-router-1530332445 router is ACTIVE...great! tempest-router-1530332445 router has still no interfaces on tempest-private-subnet-1530332445 (status 1)!...retry (#0) wait: 0 sec openstack router add subnet tempest-router-1530332445 tempest-private-subnet-1530332445 openstack router add subnet tempest-router-1530332445 tempest-private-subnet-1530332445 was added to tempest-router-1530332445...great! neutron router-gateway-set tempest-router-1530332445 public neutron CLI is deprecated and will be removed in the future. Use openstack CLI instead. neutron router-gateway-set tempest-router-1530332445 public Create instance tempest-INSTANCE_SAMPLE-1530332445 and boot it. None Details: ........image name = tempest-cirros-0.4.0-x86_64-1530332445 ........network = tempest-private-1530332445 ........security group = tempest-SECURITY_GROUP_SAMPLE-1530332445 ........key name = tempest-keypair-1530332445,0,1
327.0,327.0,[11],['11glance'],"[not_applicable, not_applicable]","[FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE]","[FAILURE, FAILURE]","""""""POST  v2 images HTTP 1.1"""" 201 867 0.355357"" """"""PUT  v2 images c61a658c-4a26-4202-923e-eacd308aa310 file HTTP 1.1"""" 204 213 0.368354""",0,1
328.0,328.0,[18],['18glance'],"[not_applicable, not_applicable]","[NO_FAILURE, NO_FAILURE]","[NO_FAILURE, NO_FAILURE]","""""""POST  v2 images HTTP 1.1"""" 201 867 0.382343"" """"""PUT  v2 images b18cf777-5f71-4d41-9c2d-74c82cd600e1 file HTTP 1.1"""" 204 213 0.627148""",0,1
329.0,329.0,[11],['11keystone'],"[not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]",GET  10.0.20.28:35357  Deprecated: authenticate of the v2 Authentication APIs is deprecated as of Mitaka in favor of a similar function in the v3 Authentication APIs and may be removed in T. GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357 ,0,1
330.0,330.0,[4],['4foreground'],"[ openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create , openstack server create ]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]","[FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530343585... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530343585 openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530343585 tempest-cirros-0.4.0-x86_64-1530343585 image is not in ACTIVE state (status 1)!...retry (#0) wait: 0 sec tempest-cirros-0.4.0-x86_64-1530343585 image is ACTIVE...great! Create keypair tempest-keypair-1530343585... openstack keypair create --public-key  tmp tempest-keypair-1530343585.key.pub tempest-keypair-1530343585 openstack keypair create --public-key  tmp tempest-keypair-1530343585.key.pub tempest-keypair-1530343585 tempest-keypair-1530343585 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-keypair-1530343585 key-pair was created successfully...great! Create security group with SSH enabled openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530343585 openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530343585 tempest-keypair-1530343585 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-SECURITY_GROUP_SAMPLE-1530343585 security group was created successfully...great! openstack network set --external public openstack network set --external public tempest-private-1530343585 private network is not in ACTIVE state (status unknown)!...retry (#0) wait: 0 sec tempest-private-1530343585 network is ACTIVE...great! Create subnet 'tempest-private-subnet-1530343585' on network 'tempest-private-1530343585' with range '11.101.1.0 24'... openstack subnet create --subnet-range 11.101.1.0 24 --network tempest-private-1530343585 --dns-nameserver 8.8.4.4 tempest-private-subnet-1530343585 openstack subnet create --subnet-range 11.101.1.0 24 --network tempest-private-1530343585 --dns-nameserver 8.8.4.4 tempest-private-subnet-1530343585 tempest-private-subnet-1530343585 private subnet is still not created (status 1)!...retry (#0) wait: 0 sec tempest-private-subnet-1530343585 private subnet is created...great! Create router tempest-router-1530343585 for instance tempest-INSTANCE_SAMPLE-1530343585... tempest-router-1530343585 router is not in ACTIVE state (status unknown)!...retry (#0) wait: 0 sec tempest-router-1530343585 router is ACTIVE...great! tempest-router-1530343585 router has still no interfaces on tempest-private-subnet-1530343585 (status 1)!...retry (#0) wait: 0 sec openstack router add subnet tempest-router-1530343585 tempest-private-subnet-1530343585 openstack router add subnet tempest-router-1530343585 tempest-private-subnet-1530343585 was added to tempest-router-1530343585...great! neutron router-gateway-set tempest-router-1530343585 public,0,1
331.0,331.0,[18],['18foreground'],"[not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable]","[FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED]","[FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530345500... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530345500 openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530345500 tempest-cirros-0.4.0-x86_64-1530345500 image is not in ACTIVE state (status 1)!...retry (#0) wait: 0 sec tempest-cirros-0.4.0-x86_64-1530345500 image is ACTIVE...great! Create keypair tempest-keypair-1530345500... openstack keypair create --public-key  tmp tempest-keypair-1530345500.key.pub tempest-keypair-1530345500 openstack keypair create --public-key  tmp tempest-keypair-1530345500.key.pub tempest-keypair-1530345500 tempest-keypair-1530345500 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-keypair-1530345500 key-pair was created successfully...great! Create security group with SSH enabled openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530345500,0,1
332.0,332.0,[11],['11foreground'],"[not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable]","[FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE]","[FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530347927... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530347927 openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530347927 tempest-cirros-0.4.0-x86_64-1530347927 image is not in ACTIVE state (status 1)!...retry (#0) wait: 0 sec tempest-cirros-0.4.0-x86_64-1530347927 image is ACTIVE...great! Create keypair tempest-keypair-1530347927... openstack keypair create --public-key  tmp tempest-keypair-1530347927.key.pub tempest-keypair-1530347927,0,1
333.0,333.0,[11],['11keystone'],"[not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable]","[FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE, FAILURE_INSTANCE_ACTIVE]","[FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE]",GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357 ,0,1
334.0,334.0,[18],['18glance'],"[not_applicable, not_applicable]","[NO_FAILURE, NO_FAILURE]","[NO_FAILURE, NO_FAILURE]","""""""POST  v2 images HTTP 1.1"""" 201 867 0.304586"" """"""PUT  v2 images f0738896-ce82-4bf7-adcf-8ea935ee4599 file HTTP 1.1"""" 204 213 0.374104""",0,1
335.0,335.0,[11],['11keystone'],"[not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable]","[FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED, FAILURE_VOLUME_ATTACHED]","[FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE, FAILURE]",GET  10.0.20.28:35357  Deprecated: authenticate of the v2 Authentication APIs is deprecated as of Mitaka in favor of a similar function in the v3 Authentication APIs and may be removed in T. GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357  GET  10.0.20.28:35357 ,0,1
336.0,336.0,[11],['11foreground'],"[not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable, not_applicable]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]","[NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE, NO_FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530312385... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530312385 openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530312385 tempest-cirros-0.4.0-x86_64-1530312385 image is not in ACTIVE state (status 1)!...retry (#0) wait: 0 sec tempest-cirros-0.4.0-x86_64-1530312385 image is ACTIVE...great! Create keypair tempest-keypair-1530312385... openstack keypair create --public-key  tmp tempest-keypair-1530312385.key.pub tempest-keypair-1530312385 openstack keypair create --public-key  tmp tempest-keypair-1530312385.key.pub tempest-keypair-1530312385 tempest-keypair-1530312385 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-keypair-1530312385 key-pair was created successfully...great! Create security group with SSH enabled openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530312385 openstack security group rule create --proto tcp --dst-port 22 tempest-SECURITY_GROUP_SAMPLE-1530312385 tempest-keypair-1530312385 key-pair is not still created (status 1)!...retry (#0) wait: 0 sec tempest-SECURITY_GROUP_SAMPLE-1530312385 security group was created successfully...great! openstack network set --external public openstack network set --external public tempest-private-1530312385 private network is not in ACTIVE state (status unknown)!...retry (#0) wait: 0 sec tempest-private-1530312385 network is ACTIVE...great! Create subnet 'tempest-private-subnet-1530312385' on network 'tempest-private-1530312385' with range '11.252.1.0 24'... openstack subnet create --subnet-range 11.252.1.0 24 --network tempest-private-1530312385 --dns-nameserver 8.8.4.4 tempest-private-subnet-1530312385 openstack subnet create --subnet-range 11.252.1.0 24 --network tempest-private-1530312385 --dns-nameserver 8.8.4.4 tempest-private-subnet-1530312385 tempest-private-subnet-1530312385 private subnet is still not created (status 1)!...retry (#0) wait: 0 sec tempest-private-subnet-1530312385 private subnet is created...great! Create router tempest-router-1530312385 for instance tempest-INSTANCE_SAMPLE-1530312385... tempest-router-1530312385 router is not in ACTIVE state (status unknown)!...retry (#0) wait: 0 sec tempest-router-1530312385 router is ACTIVE...great! tempest-router-1530312385 router has still no interfaces on tempest-private-subnet-1530312385 (status 1)!...retry (#0) wait: 0 sec openstack router add subnet tempest-router-1530312385 tempest-private-subnet-1530312385 openstack router add subnet tempest-router-1530312385 tempest-private-subnet-1530312385 was added to tempest-router-1530312385...great! neutron router-gateway-set tempest-router-1530312385 public neutron CLI is deprecated and will be removed in the future. Use openstack CLI instead. neutron router-gateway-set tempest-router-1530312385 public Create instance tempest-INSTANCE_SAMPLE-1530312385 and boot it. None Details: ........image name = tempest-cirros-0.4.0-x86_64-1530312385 ........network = tempest-private-1530312385 ........security group = tempest-SECURITY_GROUP_SAMPLE-1530312385 ........key name = tempest-keypair-1530312385 openstack server create --flavor m1.tiny --image tempest-cirros-0.4.0-x86_64-1530312385 --nic net-id=tempest-private-1530312385 --security-group tempest-SECURITY_GROUP_SAMPLE-1530312385 --key-name tempest-keypair-1530312385 tempest-INSTANCE_SAMPLE-1530312385,0,1
337.0,337.0,[15],['15foreground'],"[not_applicable, not_applicable, not_applicable]","[NO_FAILURE, NO_FAILURE, NO_FAILURE]","[NO_FAILURE, NO_FAILURE, NO_FAILURE]",Workload started! Create image tempest-cirros-0.4.0-x86_64-1530314654... openstack image create --public --disk-format qcow2 --container-format bare --file cirros-0.4.0-x86_64-disk.img tempest-cirros-0.4.0-x86_64-1530314654,0,1
